query,title,authors,publication,date,doi,citations,link
low-temperature AND thermal grid,Lignocellulose-Mediated Gel Polymer Electrolytes Toward Next-Generation Energy Storage,Yang H.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01927-6,0,https://api.elsevier.com/content/abstract/scopus_id/105022823773
low-temperature AND thermal grid,"Additive Manufacturing for Nanogenerators: Fundamental Mechanisms, Recent Advancements, and Future Prospects",Tian Z.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01874-2,0,https://api.elsevier.com/content/abstract/scopus_id/105012922205
low-temperature AND thermal grid,"Medium-entropy core-shell (Zr, Ta, Ti)C@C ceramics for efficient electromagnetic wave absorption",Zhang X.,Journal of Materials Science and Technology,2026-07-20,10.1016/j.jmst.2025.09.065,0,https://api.elsevier.com/content/abstract/scopus_id/105020259862
low-temperature AND thermal grid,Metal-organic framework incorporated PEO-based flexible polymer electrolyte for advanced all-solid-state sodium-ion batteries,Hong J.,Journal of Materials Science and Technology,2026-06-01,10.1016/j.jmst.2025.07.048,0,https://api.elsevier.com/content/abstract/scopus_id/105018300158
low-temperature AND thermal grid,Damage characteristics of CFRP laminate upon hypervelocity impact,Jiang Q.,Acta Mechanica Sinica Lixue Xuebao,2026-06-01,10.1007/s10409-025-24621-x,0,https://api.elsevier.com/content/abstract/scopus_id/105013957204
low-temperature AND thermal grid,Adaptive learning-based energy scheduling of public EV parking lots using double estimator deep Q-network,Shabanpour H.,Electric Power Systems Research,2026-04-01,10.1016/j.epsr.2025.112490,0,https://api.elsevier.com/content/abstract/scopus_id/105022151720
low-temperature AND thermal grid,Multiscale investigation of the rate-dependent degradation mechanisms in LiFePO4/graphite lithium-ion batteries,Shen W.,Journal of Energy Chemistry,2026-04-01,10.1016/j.jechem.2025.11.012,0,https://api.elsevier.com/content/abstract/scopus_id/105023646576
low-temperature AND thermal grid,Integrated electricity‒heat scheduling optimization strategy for biomass-PV-battery islanded microgrid with micro turbine in high-latitude regions,Wang G.,Biomass and Bioenergy,2026-04-01,10.1016/j.biombioe.2025.108765,0,https://api.elsevier.com/content/abstract/scopus_id/105023491156
low-temperature AND thermal grid,Laser-induced broad-spectrum strong absorption multiscale carbon-based nanofilms for photonic debonding based on the spatial confinement effect,Liu H.,International Journal of Extreme Manufacturing,2026-04-01,10.1088/2631-7990/ae1db8,0,https://api.elsevier.com/content/abstract/scopus_id/105022907981
low-temperature AND thermal grid,Performance and Emission Footprint of Decentralized H2/NH3 Gas Turbines With On-Site Ammonia Decomposition and Exhaust Aftertreatment,Goßrau C.,Journal of Engineering for Gas Turbines and Power,2026-04-01,10.1115/1.4069608,0,https://api.elsevier.com/content/abstract/scopus_id/105022181469
low-temperature AND thermal grid,Analysis of the formation mechanism for the nonlinear impedance characteristics of damp oil–paper insulation,Li J.,Electric Power Systems Research,2026-04-01,10.1016/j.epsr.2025.112538,0,https://api.elsevier.com/content/abstract/scopus_id/105023414892
low-temperature AND thermal grid,"A review of solid oxide cell technologies for power, fuel, and reversible energy storage",Rijo B.,Fuel,2026-03-15,10.1016/j.fuel.2025.137624,0,https://api.elsevier.com/content/abstract/scopus_id/105023509242
low-temperature AND thermal grid,A life-cycle view of carbon emissions in mixed-feedstock electric arc furnace steelmaking,Jiang F.,Fuel,2026-03-15,10.1016/j.fuel.2025.137690,0,https://api.elsevier.com/content/abstract/scopus_id/105023406452
low-temperature AND thermal grid,Using Finite Element Analysis to Analyze the Effects of Paste-to-Ball Volume Ratio and Package Design Parameters on Thermal Cycling Performance of Hybrid SAC-LTS Solder Joints,Chakraborty S.,Journal of Electronic Packaging,2026-03-01,10.1115/1.4069987,0,https://api.elsevier.com/content/abstract/scopus_id/105021860436
low-temperature AND thermal grid,Impact of Thermal Cycling on Phase Change Material Based Thermal Management Systems,Tripathi P.M.,Journal of Electronic Packaging,2026-03-01,10.1115/1.4069554,0,https://api.elsevier.com/content/abstract/scopus_id/105021020223
low-temperature AND thermal grid,Aging matters: how degradation pathways govern thermal runaway in lithium-ion batteries,Sun S.,Journal of Energy Chemistry,2026-03-01,10.1016/j.jechem.2025.09.093,1,https://api.elsevier.com/content/abstract/scopus_id/105020780045
low-temperature AND thermal grid,Indium-based self-confining metal foam thermal interface materials for thermo-mechanical-interface coupling in next-generation large die FCBGA packages,Wen J.,International Journal of Thermal Sciences,2026-03-01,10.1016/j.ijthermalsci.2025.110432,0,https://api.elsevier.com/content/abstract/scopus_id/105021079246
low-temperature AND thermal grid,"Emerging anode materials for low-temperature sodium-ion batteries: Challenges, recent advances, and perspectives",Li Q.,Journal of Energy Chemistry,2026-03-01,10.1016/j.jechem.2025.10.002,0,https://api.elsevier.com/content/abstract/scopus_id/105020776357
low-temperature AND thermal grid,Integrated graph neural network framework for threshold-driven topology optimization of transient phase change thermal energy storage,Zhao R.,International Journal of Heat and Mass Transfer,2026-03-01,10.1016/j.ijheatmasstransfer.2025.128011,0,https://api.elsevier.com/content/abstract/scopus_id/105022201928
low-temperature AND thermal grid,Data-driven modeling and experimental validation of the laser sintering process for the printed silver nanoparticles ink for in-space manufacturing of printed electronics,Verma S.K.,International Journal of Heat and Mass Transfer,2026-03-01,10.1016/j.ijheatmasstransfer.2025.127889,0,https://api.elsevier.com/content/abstract/scopus_id/105018075954
low-temperature AND thermal grid,"Dynamic Simulation and Optimization of an Innovative Cogeneration System Using TRNSYS, EES, and Response Surface Methodology as a Machine learning method",Dezhdar A.,Journal of the Taiwan Institute of Chemical Engineers,2026-03-01,10.1016/j.jtice.2025.106461,1,https://api.elsevier.com/content/abstract/scopus_id/105019961911
low-temperature AND thermal grid,"Bio-based furan aramid/ceramic-coated lithium-ion battery separators with high ionic conductivity, wettability and safety via in situ lithium compensation strategy",Zhu J.,Journal of Energy Chemistry,2026-03-01,10.1016/j.jechem.2025.10.039,0,https://api.elsevier.com/content/abstract/scopus_id/105022923015
ultra-low temperature AND district heating and cooling,Overcoming the warming bottleneck in animal vitrification: Volumetric heating and enabling technologies for reproductive cryobanking,Ayantoye J.O.,Progress in Biophysics and Molecular Biology,2026-03-01,10.1016/j.pbiomolbio.2025.11.003,0,https://api.elsevier.com/content/abstract/scopus_id/105023449971
ultra-low temperature AND district heating and cooling,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
ultra-low temperature AND district heating and cooling,Low-temperature district heating operations using heat cost allocators in apartment buildings,Yang Q.,Building and Environment,2026-02-01,10.1016/j.buildenv.2025.114095,0,https://api.elsevier.com/content/abstract/scopus_id/105023648143
ultra-low temperature AND district heating and cooling,Research on the impact of resident behavior on energy consumption during the heating period of ultra-low energy buildings,Ding R.X.,Energy and Buildings,2026-02-01,10.1016/j.enbuild.2025.116786,0,https://api.elsevier.com/content/abstract/scopus_id/105023474112
ultra-low temperature AND district heating and cooling,Advanced optimization of a biogas-based multigeneration multi effect distillation system integrated with desalination process for enhancing sustainable energy resource efficiency: CatBoost-supported multi objective multi-verse optimization,Alamri S.,Desalination,2026-02-01,10.1016/j.desal.2025.119514,0,https://api.elsevier.com/content/abstract/scopus_id/105022188079
ultra-low temperature AND district heating and cooling,Review of the digital twin design of the smart satellite thermal control structure,Wang H.,Acta Astronautica,2026-02-01,10.1016/j.actaastro.2025.11.014,0,https://api.elsevier.com/content/abstract/scopus_id/105021482047
ultra-low temperature AND district heating and cooling,Modeling a large ultra-low-temperature district heating system with a focus on an aquifer thermal energy storage,Chicherin S.,Journal of Energy Storage,2026-01-20,10.1016/j.est.2025.119633,0,https://api.elsevier.com/content/abstract/scopus_id/105022884188
ultra-low temperature AND district heating and cooling,District heating modeling tools: A review based on design and simulation of renewable district heating networks,Valentini L.V.,Energy Conversion and Management X,2026-01-01,10.1016/j.ecmx.2025.101414,0,https://api.elsevier.com/content/abstract/scopus_id/105023079317
ultra-low temperature AND district heating and cooling,A review on optimization of district energy systems,Abdelghani D.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116041,1,https://api.elsevier.com/content/abstract/scopus_id/105012629133
ultra-low temperature AND district heating and cooling,Digital Twins for Data Centre Cooling Optimisation and Waste Heat Recovery,Giordani S.,Lecture Notes in Civil Engineering,2026-01-01,10.1007/978-3-032-09040-9_8,0,https://api.elsevier.com/content/abstract/scopus_id/105021396685
ultra-low temperature AND district heating and cooling,"Evaluating the impact of district-level microclimate, urban microenvironment and occupant behaviour upon overheating of Nordic apartment buildings",Kravchenko I.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116635,0,https://api.elsevier.com/content/abstract/scopus_id/105022157057
ultra-low temperature AND district heating and cooling,A Novel Optimization-Based Cooling System for Improving Efficacy of Solar Panels Under Changing Climatic Conditions,Sivakumar J.,Optimization in Sustainable Energy Methods and Applications,2026-01-01,10.1002/9781394242139.ch7,0,https://api.elsevier.com/content/abstract/scopus_id/105009960010
ultra-low temperature AND district heating and cooling,Smart tunable colorful thermal emitter based on In3SbTe2 for all-season thermal management,Song X.,Solar Energy Materials and Solar Cells,2026-01-01,10.1016/j.solmat.2025.113939,0,https://api.elsevier.com/content/abstract/scopus_id/105014761000
ultra-low temperature AND district heating and cooling,Optimization design of multi-sources significant temperature lift steam generating heat pump using renewable heat sources,Ma X.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124607,2,https://api.elsevier.com/content/abstract/scopus_id/105018669276
ultra-low temperature AND district heating and cooling,Thermo-economic evaluation of working fluids for a flue gas driven organic Rankine cycle powered vapor compression cycle for cooling air conditioning using a two-step intermediate performance index,Talha M.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120541,0,https://api.elsevier.com/content/abstract/scopus_id/105020858631
ultra-low temperature AND district heating and cooling,Comparison of power generation from high-potential geothermal fields of Iran: Thermodynamic and exergoeconomic assessment of different configurations,Abdolalipouradl M.,Applied Thermal Engineering,2026-01-01,10.1016/j.applthermaleng.2025.128769,0,https://api.elsevier.com/content/abstract/scopus_id/105022263738
ultra-low temperature AND district heating and cooling,"Technologies, trends, and trajectories across 100% renewable energy system analyses",Khalili S.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116308,1,https://api.elsevier.com/content/abstract/scopus_id/105017553938
ultra-low temperature AND district heating and cooling,Techno-economic and environmental assessment of an ionic liquid-enhanced LiBr absorption chiller for low-carbon cooling,Itani N.,Engineering Research Express,2025-12-31,10.1088/2631-8695/ae1809,0,https://api.elsevier.com/content/abstract/scopus_id/105021338827
